query,rank,doc_text
What are the cognitive outcomes after prolonged general anaesthesia?,4,"Postoperative cognitive dysfunction (POCD) occurs in up to 26% of patients older than 60 years 1 week after non-cardiac surgery. Intraoperative beach chair positioning (BCP) is advantageous for some types of shoulder surgery. However, this kind of positioning leads to a downward bound redistribution of blood volume, with possible hypoperfusion of the brain. We hypothesized that patients > 60 years undergoing orthopaedic shoulder surgery in a BCP might experience more POCD than patients operated in the supine position (SP). A single-centre, prospective observational trial of 114 orthopaedic patients was performed. Study groups were established according to the type of intraoperative positioning. Anaesthesiological management was carried out similarly in both groups, including types of anaesthetics and blood pressure levels. POCD was evaluated using the Trail Making Test, the Letter-Number Span and the Regensburger Word Fluency Test. The frequency of POCD 1 week after surgery was considered primary outcome. Baseline characteristics, including duration of surgery, were comparable in both groups. POCD after 1 week occurred in 10.5% of SP patients and in 21.1% of BCP patients (p = 0.123; hazard ratio 2.0 (CI 95% 0.794-5.038)). After 4 weeks, the incidence of POCD decreased (SP: 8.8% vs. BCP: 5.3%; p = 0.463). 12/18 patients with POCD showed changes in their Word Fluency Tests. Near-infrared spectroscopy (NIRS) values were not lower in patients with POCD compared to those without POCD (54% (50/61) vs. 57% (51/61); p = 0.671). POCD at 1 week after surgery tended to occur more often in patients operated in beach chair position compared to patients in supine position without being statistically significant."
What are the cognitive outcomes after prolonged general anaesthesia?,5,"Robotic therapy (RT) has been internationally recognized for the motor rehabilitation of the upper limb. Although it seems that RT can stimulate and promote neuroplasticity, the effectiveness of robotics in restoring cognitive deficits has been considered only in a few recent studies. To verify whether, in the current state of the literature, cognitive measures are used as inclusion or exclusion criteria and/or outcomes measures in robotic upper limb rehabilitation in stroke patients. The systematic review was conducted according to PRISMA guidelines. Studies eligible were identified through PubMed/MEDLINE and Web of Science from inception to March 2021. Eighty-one studies were considered in this systematic review. Seventy-three studies have at least a cognitive inclusion or exclusion criteria, while only seven studies assessed cognitive outcomes. Despite the high presence of cognitive instruments used for inclusion/exclusion criteria their heterogeneity did not allow the identification of a guideline for the evaluation of patients in different stroke stages. Therefore, although the heterogeneity and the low percentage of studies that included cognitive outcomes, seemed that the latter were positively influenced by RT in post-stroke rehabilitation. Future larger RCTs are needed to outline which cognitive scales are most suitable and their cut-off, as well as what cognitive outcome measures to use in the various stages of post-stroke rehabilitation."
What do conference proceedings report on novel spinal arthrodesis techniques?,1,"After spinal surgery, early mobilisation programmes are playing an increasing role in managing pain symptoms, reducing length of hospital stay and preventing complications. The aim of the study is to investigate what are the prognostic factors of early ambulation after spinal arthrodesis surgery. A retrospective cohort study was carried. Patients who underwent vertebral arthrodesis surgery with at least one fixed level of instrumental fixation were included consecutively. The primary outcome was represented by the precocity of ambulation. The variables collected were divided in anamnestic data and surgical/post-surgical variables. Data were collected by consulting the computerised medical records. A total of 376 patients were evaluated. Mean mobilisation recovery time was 3 days after surgery. The mean age of the patients was 53 years and 60.9% was female. The association between the primary outcome, time to onset of ambulation, and the other variables was investigated using univariate analysis. Multiple linear regression used, shows that age (B = 0.016; p = 0.029), duration of surgery (B = 0.636; p < 0.001), degree of anaesthesia risk (B = 0.629; p = 0.031) and number of stabilised levels (from 5 to 9 levels: B = 0.840; p < 0.043; more than 10 levels: B = 0.629; p = 0.057) were independent predictors of early recovery of ambulation. Increasing age, a more compromised preoperative clinical picture, a longer duration of surgery and number of stabilisation levels are factors associated with increased walking recovery time after spinal arthrodesis surgery. These factors may make it possible to identify patients at increased risk of delayed ambulation recovery and tailor the rehabilitation intervention."
What do conference proceedings report on novel spinal arthrodesis techniques?,2,"In clinical practice, Osteopaths and Manual Therapists commonly direct treatment towards the diaphragm by the use of a 'Diaphragm Release'. Currently, there is paucity within the literature to support the use of this technique, specifically in pain outcomes. This research aims to support a neurophysiological mechanism based upon the osteopathic principle ""The body is a unit"". Demonstrating that directing treatment to distal tissue which is neurologically related can reduce pain in the originating spinal segments. This study investigated the immediate hypoalgesic effects of a 'Diaphragm Release' on pain pressure thresholds in the cervical spine. A single-blind, randomised, sham-controlled, repeated measures within subject, crossover design was conducted on 17 asymptomatic subjects. Pain pressure thresholds were measured bilaterally in the C4 paraspinal musculature, lateral end of the clavicle and upper third of the tibialis anterior before and after a 'Diaphragm Release'. Results demonstrated a statistically significant hypoalgesic effect was only found in the spinal segment C4 in both the right (p = 0.016) and left (p = 0.004) sides. Averaging the hypoalgesic effect from both sides equates to a 17.17% change which is considered clinically significant, the effect magnitude was calculated to be small but educationally significant for the right (d = 0.26) and left (d = 0.40) sides. This study supports a novel neurophysiological mechanism, Regional Interdependent Inhibition, to induce a hypoalgesic state at segmentally related spinal segments, specifically C4. Suggesting that directing treatment towards the diaphragm, using a 'Diaphragm Release', could induce an immediate clinically and statistically significant hypoalgesic effect local to the fourth cervical segment due to its relationship with the phrenic nerve."
What do conference proceedings report on novel spinal arthrodesis techniques?,3,"Good clinical outcomes in orthopaedics are largely dictated by the biomedical model, despite mounting evidence of the role of psychosocial factors. Understanding orthopaedic providers' conceptualizations of good clinical outcomes and what facilitates and hinders them may highlight critical barriers and opportunities for training providers on biopsychosocial models of care and integrating them into practice. (1) How do orthopaedic trauma healthcare providers define good clinical outcomes for their patients after an acute orthopaedic injury? (2) What do providers perceive as barriers to good outcomes? (3) What do providers perceive as facilitators of good outcomes? For each question, we explored providers' responses in a biopsychosocial framework. In this cross-sectional, qualitative study, we recruited 94 orthopaedic providers via an electronic screening survey from three Level I trauma centers in geographically diverse regions of the United States (rural southeastern, urban southwestern, and urban northeastern). This study was part of the first phase of a multisite trial testing the implementation of a behavioral intervention to prevent chronic pain after acute orthopaedic injury. Of the 94 participants who were recruited, 88 completed the screening questionnaire. Of the 88 who completed it, nine could not participate because of scheduling conflicts. Thus, the final sample included 79 participants: 48 surgeons (20 attendings, 28 residents; 6% [three of 48] were women, 94% [45 of 48] were between 25 and 55 years old, 73% [35 of 48] were White, and 2% [one of 48] were Hispanic) and 31 other orthopaedic professionals (10 nurse practitioners, registered nurses, and physician assistants; 13 medical assistants; five physical therapists and social workers; and three research fellows; 68% [21 of 31] were women, 97% [30 of 31] were between 25 and 55 years old, 71% [22 of 31] were White, and 39% [12 of 31] were Hispanic). Using a semistructured interview, our team of psychology researchers conducted focus groups, organized by provider type at each site, followed by individual exit interviews (5- to 10-minute debriefing conversations and opportunities to voice additional opinions one-on-one with a focus group facilitator). In each focus group, providers were asked to share their perceptions of what constitutes a ""good outcome for your patients,"" what factors facilitate these outcomes, and what factors are barriers to achieving those outcomes. Focus groups were approximately 60 minutes long. A research assistant recorded field notes during the focus groups to summarize insights gained and disseminate findings to the broader research team. Using this procedure, we determined that thematic saturation was reached for all topics and no additional focus groups were necessary. Three independent coders identified the codes of good outcomes, outcome barriers, and outcome facilitators and applied this coding framework to all transcripts. Three separate data interpreters collaboratively extracted themes related to biomedical, psychological, and social factors and corresponding inductive subthemes. Although orthopaedic providers' definitions of good outcomes naturally included biomedical factors (bone healing, functional independence, and pain alleviation), they were also marked by nuanced psychosocial factors, including the need for patients to recover from psychological trauma associated with injury and feel heard and understood-not just as outcome facilitators, but also as key outcomes themselves. Regarding perceived barriers to good outcomes, providers interwove psychological and biomedical factors (for example, ""if they're a smoker, if they have depression, anxiety…"") and discussed how psychological dysfunction (for example, maladaptive avoidance or fear of reinjury) can limit key behaviors during recovery (such as adherence to physical therapy regimens). Unprimed, providers also cited resiliency-related terms from psychological research, including (low) ""self-efficacy,"" ""catastrophic thinking,"" and (lack of) psychological ""hardiness"" as barriers. Regarding perceived facilitators of good outcomes, various social and socioeconomic factors emerged, including a biosocial connection between recovery, social support, and ""privilege"" (such as occupation or education). These perspectives emerged across sites and provider types. Although the biomedical model prevails in clinical practice, providers across all sites, in various roles, defined good outcomes and their barriers and facilitators in terms of interconnected biopsychosocial factors without direct priming to do so. Thus, similar Level I trauma centers may be more ready to adopt biopsychosocial care approaches than initially expected. Providers' perspectives in this study aligned with a growing body of research on the role of biomedical and psychosocial factors in surgical outcomes and risk of transition to chronic pain. To translate these affirming attitudes into practice, other Level I trauma centers could encourage leaders who adopt biopsychosocial approaches to share their perspectives and train other providers in biopsychosocial conceptualization and treatment."
What do conference proceedings report on novel spinal arthrodesis techniques?,4,"In this Backstory, the authors describe how a multidisciplinary team used epidural electrical stimulation, custom orthoses, and personalized rehabilitation to help a man with a severe spinal cord injury walk again. Their patient-centered approach enabled him to achieve significant milestones, including walking outdoors on snow, highlighting the impact of tailored neurorehabilitation."
What do conference proceedings report on novel spinal arthrodesis techniques?,5,"Carpometacarpal joints can be affected by traumatic or degenerative pathology. Although different techniques have been described to treat these conditions, most authors agree that arthrodesis is an effective treatment modality. Vascularized bone grafts of the distal radius have been used to treat carpal conditions, such as scaphoid nonunion or Kiënbock disease, and they have been shown to have several advantages over nonvascularized bone grafts. We report a case of a carpal boss in a female patient treated with an arthrodesis of the second and third carpometacarpal joints by using the fourth extensor compartment artery vascularized bone graft. At 6 weeks postoperative bone union was achieved. At 2 years follow-up the patient was able to perform daily life activities without pain. The fourth ECA VBG with reverse blood flow from the dorsal intercarpal arch allowed the graft to reach the CMC. A solid fusion was obtained at 6 weeks due to the biological advantage of the VBG."
What do Q4 pain journals report on low-resource analgesia in conflict zones?,1,"Endotracheal suctioning is a common painful procedure in intensive care. Reflexology massage, a non-pharmacological pain relief method, hasn't been studied in this context. To examine the effect of reflexology hand massage and placebo hand massage on pain and hemodynamic parameters related to endotracheal suctioning. This double-blind, randomized, 2 × 2 crossover controlled trial included 24 intubated ICU patients. Massage was applied to both hands of individuals in the reflexology and placebo groups for 10 min on each hand, for a total of 20 min over two consecutive days. Data were collected using the Patient Demographic Information Form, Hemodynamic Parameters and Pain Monitoring Form, Critical Care Pain Observation Tool. The data were analyzed using pairwise and triple group comparison tests for dependent and independent groups. The pain scores of patients who received reflexology on the first and second day before, during, and after suctioning were 0.33±0.65, 1.83±1.02, 0.00±0.00, and 0.58±0.90, 1.66±1.07, 0.00±0.00, respectively. The pain scores of patients who received placebo massage on the first and second day were recorded as 1.83±1.46, 3.58±0.99, 0.66±0.65, and 1.33±0.98, 3.08±0.79, 0.75±0.62, respectively (p < 0.05 between and within groups). After suctioning, a decrease in diastolic blood pressure and respiratory rate, along with an increase in tidal volume, was observed in the reflexology group (p < 0.05). Hand reflexology massage is effective in alleviating suction-related pain and improving the patient's hemodynamics. Hand reflexology massage may be recommended for reducing suction pain, providing comfort, and improving hemodynamic instability in intensive care patients."
What do Q4 pain journals report on low-resource analgesia in conflict zones?,2,"Digital approaches to chronic pain are emerging worldwide and rapidly gaining increased empirical support. This brief meta-review aims at providing a comprehensive overview of evidence and recommendations reported in recent reviews (2023-2024) on eHealth interventions for chronic pain promoting self-management. A systematic search provided 2041 records, of which 225 reviews were screened and 20 were synthesized. Existing reviews show that eHealth interventions for chronic pain are beneficial for patients, healthcare professionals, and society at large. However, long-term effects, change mechanisms, cost-effectiveness, and real-world utility are understudied. Moreover, quality, safety, relevance, and sustainable use are key targets for future research. Future researchers should utilize existing implementation frameworks and make explicit efforts to include diverse patient populations to advance digital approaches to chronic pain."
What do Q4 pain journals report on low-resource analgesia in conflict zones?,3,"Good clinical outcomes in orthopaedics are largely dictated by the biomedical model, despite mounting evidence of the role of psychosocial factors. Understanding orthopaedic providers' conceptualizations of good clinical outcomes and what facilitates and hinders them may highlight critical barriers and opportunities for training providers on biopsychosocial models of care and integrating them into practice. (1) How do orthopaedic trauma healthcare providers define good clinical outcomes for their patients after an acute orthopaedic injury? (2) What do providers perceive as barriers to good outcomes? (3) What do providers perceive as facilitators of good outcomes? For each question, we explored providers' responses in a biopsychosocial framework. In this cross-sectional, qualitative study, we recruited 94 orthopaedic providers via an electronic screening survey from three Level I trauma centers in geographically diverse regions of the United States (rural southeastern, urban southwestern, and urban northeastern). This study was part of the first phase of a multisite trial testing the implementation of a behavioral intervention to prevent chronic pain after acute orthopaedic injury. Of the 94 participants who were recruited, 88 completed the screening questionnaire. Of the 88 who completed it, nine could not participate because of scheduling conflicts. Thus, the final sample included 79 participants: 48 surgeons (20 attendings, 28 residents; 6% [three of 48] were women, 94% [45 of 48] were between 25 and 55 years old, 73% [35 of 48] were White, and 2% [one of 48] were Hispanic) and 31 other orthopaedic professionals (10 nurse practitioners, registered nurses, and physician assistants; 13 medical assistants; five physical therapists and social workers; and three research fellows; 68% [21 of 31] were women, 97% [30 of 31] were between 25 and 55 years old, 71% [22 of 31] were White, and 39% [12 of 31] were Hispanic). Using a semistructured interview, our team of psychology researchers conducted focus groups, organized by provider type at each site, followed by individual exit interviews (5- to 10-minute debriefing conversations and opportunities to voice additional opinions one-on-one with a focus group facilitator). In each focus group, providers were asked to share their perceptions of what constitutes a ""good outcome for your patients,"" what factors facilitate these outcomes, and what factors are barriers to achieving those outcomes. Focus groups were approximately 60 minutes long. A research assistant recorded field notes during the focus groups to summarize insights gained and disseminate findings to the broader research team. Using this procedure, we determined that thematic saturation was reached for all topics and no additional focus groups were necessary. Three independent coders identified the codes of good outcomes, outcome barriers, and outcome facilitators and applied this coding framework to all transcripts. Three separate data interpreters collaboratively extracted themes related to biomedical, psychological, and social factors and corresponding inductive subthemes. Although orthopaedic providers' definitions of good outcomes naturally included biomedical factors (bone healing, functional independence, and pain alleviation), they were also marked by nuanced psychosocial factors, including the need for patients to recover from psychological trauma associated with injury and feel heard and understood-not just as outcome facilitators, but also as key outcomes themselves. Regarding perceived barriers to good outcomes, providers interwove psychological and biomedical factors (for example, ""if they're a smoker, if they have depression, anxiety…"") and discussed how psychological dysfunction (for example, maladaptive avoidance or fear of reinjury) can limit key behaviors during recovery (such as adherence to physical therapy regimens). Unprimed, providers also cited resiliency-related terms from psychological research, including (low) ""self-efficacy,"" ""catastrophic thinking,"" and (lack of) psychological ""hardiness"" as barriers. Regarding perceived facilitators of good outcomes, various social and socioeconomic factors emerged, including a biosocial connection between recovery, social support, and ""privilege"" (such as occupation or education). These perspectives emerged across sites and provider types. Although the biomedical model prevails in clinical practice, providers across all sites, in various roles, defined good outcomes and their barriers and facilitators in terms of interconnected biopsychosocial factors without direct priming to do so. Thus, similar Level I trauma centers may be more ready to adopt biopsychosocial care approaches than initially expected. Providers' perspectives in this study aligned with a growing body of research on the role of biomedical and psychosocial factors in surgical outcomes and risk of transition to chronic pain. To translate these affirming attitudes into practice, other Level I trauma centers could encourage leaders who adopt biopsychosocial approaches to share their perspectives and train other providers in biopsychosocial conceptualization and treatment."
What do Q4 pain journals report on low-resource analgesia in conflict zones?,4,"Non-opioid analgesics are often administered to emergency department (ED) patients with musculoskeletal pain but if inadequate, opioids are given with associated potential adverse events. We tested the hypothesis that the reduction in pain scores with the combination of ibuprofen and acetaminophen would be at least 15 mm greater than with either of the agents alone. We conducted a double-blind, randomized, controlled trial of adult ED patients with acute musculoskeletal pain. Patients were randomized to oral ibuprofen 800 mg, acetaminophen 1 g, or their combination. Pain scores across the groups were compared with repeated measures analysis of variance at 20, 40, and 60 minutes. A sample of 30 patients in each group had 80% power to detect a 15 mm difference in pain scores across the groups (α = .05). Thirty patients were randomized to each study group. Mean (SD) age was 36 (15), 54% were male, 73% were white, and 13% were Hispanic. Groups were well balanced in baseline characteristics including initial pain scores (59, 61, and 62 for ibuprofen, acetaminophen, and their combination). Pain decreased over the one hour study period for all groups (P < .001) with mean (SD) scores about 20 mm lower on the Visual Analogue Scale than the mean initial score. However, there was no significant difference among treatments (P = .59). The need for rescue analgesics was similar across groups. We conclude that the combination of ibuprofen and acetaminophen did not reduce pain scores or the need for rescue analgesics compared with either agent alone in ED patients with pain secondary to acute musculoskeletal injuries."
What do Q4 pain journals report on low-resource analgesia in conflict zones?,5,"A good therapeutic alliance is relevant for healthcare providers exposed to patients' suffering, especially since patients and physicians may understand the painful experience differently. Our aim was to explore the impact of therapeutic alliance on analgesic outcomes in a real-world interdisciplinary pain unit (PU). A cross-sectional observational study was conducted on outpatients ("
What do Q4 geriatric journals report on rehabilitation outcomes in frail elderly?,1,"The early prediction of frailty at discharge in elderly patients hospitalized with heart failure (HF) is essential for clinical management and therapeutic decision-making. This study was performed to examine whether the rising time from bed measured immediately after admission can be used as a predictor of frailty in these patients. A retrospective cohort study was performed in a population of 387 consecutive elderly patients with HF. Rising time from bed was measured within 2 days after admission when cardiac rehabilitation was started. Frailty was assessed at hospital discharge using a composite of four markers as a frailty score (range, 0-12): gait speed, handgrip strength, serum albumin, and activities of daily living status. The patients were divided into two groups based on frailty score <5 (non-frail) or ≥5 (frail). The study population had a mean age of 75 years and 63.6 % were men. The median rising time was 6.8s, and 53.5 % were classified as frail. After adjustment for various factors, rising time was independently associated with frailty (odds ratio=1.10; 95 % confidence index=1.04-1.18). The area under the receiver operating characteristics curve of rising time for frailty was 0.71, and the cut-off value for rising time to identify those at high risk of frailty was 7.1s. Rising time from bed measured within 2 days after admission was shown to be an independent predictor of frailty at hospital discharge in elderly patients hospitalized for HF."
What do Q4 geriatric journals report on rehabilitation outcomes in frail elderly?,2,"Frailty screening instruments are increasingly studied as risk predictors for adverse postoperative outcomes. However, because of the lack of comparative research, it is unclear which screening instrument performs best. This study therefore compared the diagnostic accuracy of seven frailty screening instruments for adverse postoperative outcomes in patients aged ≥70 years undergoing colorectal surgery. We conducted a prospective cohort study at an academic hospital, examining the Fried and Robinson frailty criteria, the Edmonton Frail Scale, the Rockwood Clinical Frailty Scale, the Modified Frailty Index, the FRAIL questionnaire, and the Geriatric 8 for predicting postoperative complications with a Clavien-Dindo (CD) severity grade ≥2. Secondary outcomes were complications with CD severity grade ≥3, prolonged length of stay, increased care level after discharge, and functional decline in basic or instrumental activities of daily living up to 1 month after surgery. The study included 172 consecutive patients. Positive frailty screening ranged from 13.4% to 73.8%. CD≥2 complications were present in 37.8% of patients. At the original cutoffs, most instruments had a high specificity (76.7%-92.4%) at the expense of sensitivity (21.5%-38.5%) with a moderate negative predictive value (NPV) for predicting CD≥2 complications. The Geriatric 8 showed the opposite pattern (sensitivity 81.5%-specificity 30.8%) and a high NPV. Diagnostic accuracy was moderate for all screening instruments, since the areas under the receiver operating characteristic curve did not exceed 0.61 across instruments. Altering the cutoff scores did not yield sufficient improvement. Comparable results were found for the secondary outcomes. Comparing the predictive value of the screening instruments showed that frailty screening cannot be used in isolation as risk predictor for adverse postoperative outcomes. Further research should focus on a two-step approach in which additional diagnosis of frailty by means of comprehensive geriatric assessment is included in the prediction model."
What do Q4 geriatric journals report on rehabilitation outcomes in frail elderly?,3,"To investigate the association between pre-stroke frailty and discharge destination in hospitalized older adults in China. We conducted this prospective cohort study in a tertiary care hospital in China. We enrolled patients aged 60 years and older admitted to the hospital for acute stroke from January 2022 to May 2022. We used telephone tracking to record the destination of participants after discharge. Generalized estimating equations were used to determine the association between pre-stroke frailty and post-discharge destination. Among the 230 participants enrolled, the prevalence of pre-stroke frailty was 75.2% and about 75.7% of participants chose to go home at discharge. 70.5% of pre-stroke frail patients chose to go home, compared with 91.2% for non-pre-stroke frail patients. The generalized estimating equation showed a statistical difference between the frailty and non-frailty groups in the post-discharge destination of acute stroke patients between different time points (Waldχ Pre-stroke frailty is related to the post-discharge destination and stroke prognosis in elderly Chinese. For Chinese families, most acute stroke patients choose to go home when they are discharged from the hospital, even those who are frail before acute stroke occurs. Further research is needed to confirm this finding and to actively intervene in the pre-stroke frail population."
What do Q4 geriatric journals report on rehabilitation outcomes in frail elderly?,4,"Little is known about the recovery experiences of older trauma intensive care unit (TICU) survivors and the relationship between geriatric trauma care and long-term functional ability and health-related quality of life (HRQOL). We conducted a prospective cohort study of 218 patients (age, ≥65 years) admitted to a Level 1 regional trauma center TICU before versus after implementation of a geriatric care bundle with protocolized geriatrics consultations (Geri-T). Survivors or their proxies were interviewed approximately 1 year after hospitalization. Outcomes included the Katz Index of Independence in Activities of Daily Living (ADLs), Lawton Instrumental Activities of Daily Living (IADLs), and EQ-5D-5L HRQOL survey. Two investigator-developed questions regarding recovery experiences were included. Differences in outcomes among survivors admitted before versus after Geri-T were analyzed using multivariable linear regression. Responses to questions about recovery experiences were qualitatively assessed using content analysis. We reached 67% (146/218) of hospital survivors or their proxies across both groups; 126 patients were still alive and completed the survey. Mean age was 76 (SD, 8), 36% were female, and 90% were independent with ADLs preinjury. At follow-up, independence with ADLs was 76% and IADLs was 63%. The mean EQ-5D-5L index score was 0.78 (SD, 0.18). Most patients (65%) reported having not returned to preinjury functional status. Neither functional ability or HRQOL differed significantly among patients admitted before versus after Geri-T. Content analysis of open-ended questions revealed themes of activity limitations, persistent pain, and cognitive dysfunction. Nearly one-fifth of TICU survivors experienced loss of ADL function 1 year after injury, and most reported having not returned to preinjury functional status. Nonetheless, patient-reported HRQOL was comparable to age-adjusted norms. Geri-T was not associated with differences in HRQOL or functional ability. Survivors reported persistent difficulty with activities beyond those of daily living, pain, and cognition. Prognostic and Epidemiologic, Level III."
What do Q4 geriatric journals report on rehabilitation outcomes in frail elderly?,5,"The Frailty Related Index of Comorbidities (FRIC) and Functional Independence Measure (FIM) determine activity-based funding in Australian Geriatric Evaluation and Management (GEM) units. We examined associations between the FRIC, FIM and the Rockwood Clinical Frailty Scale (CFS) with length of stay (LOS) and discharge destination. A retrospective observational cohort study of all older adults discharged from GEM at an Australian quaternary hospital between October and December 2024 was undertaken. Demographics, the FRIC score, the FIM score and CFS were extracted from medical records. Associations with LOS and discharge to residential aged care (RAC) were examined using Spearman correlation and regression modelling. Among 201 adults (mean age 82.3 ± 7.5 years), the FRIC demonstrated the strongest correlation with LOS (ρ = 0.387, p < 0.001) and was independently associated with LOS. Adults with longer LOS (≥ 18 days) had a higher FRIC score than those discharged earlier (6.2 vs. 3.1, p < 0.001). Each one-point increase in the FRIC score (range 0 to 22.9) was associated with an additional 1.8 days of hospitalisation (p < 0.001). The FIM and CFS were not statistically significantly associated with LOS (p = 0.13 and p = 0.85). Higher FRIC scores were associated with increased likelihood of discharge to RAC (OR 1.15 per point increase, 95% CI 1.08-1.24, p < 0.001). The FRIC demonstrated a stronger association with LOS than FIM and CFS. The FRIC showed potential as a pragmatic marker of frailty and discharge complexity. Further prospective and multi-centre validation is required to explore the role of the FRIC in informing LOS and activity-based funding."
What do non-indexed rehabilitation monographs say about intensive inpatient rehabilitation?,1,"To use causal inference methods to determine if receipt of a greater proportion of inpatient rehabilitation treatment focused on higher level functions, for example, executive functions, ambulating over uneven surfaces (advanced therapy [AdvTx]), results in better rehabilitation outcomes. A cohort study using propensity score methods applied to the traumatic brain injury practice-based evidence (TBI-PBE) database, a database consisting of multisite, prospective, longitudinal observational data. Acute inpatient rehabilitation facilities. Patients enrolled in the TBI-PBE study (N=1843), aged 14 years or older, who sustained a severe, moderate, or complicated mild TBI, receiving their first inpatient rehabilitation facility admission to 1 of 9 sites in the United States, and consented to follow-up 3 and 9 months postdischarge from inpatient rehabilitation. Not applicable. Participation Assessment with Recombined Tools-Objective-17, FIM motor and cognitive scores, Satisfaction with Life Scale, and Patient Health Questionnaire-9. Controlling for measured potential confounders, increasing the percentage of AdvTx during inpatient TBI rehabilitation was found to be associated with better community participation, functional independence, life satisfaction, and decreased likelihood of depression during the year after discharge from inpatient rehabilitation. Participants who began rehabilitation with greater disability experienced larger gains on some outcomes than those who began rehabilitation with more intact abilities. Increasing the proportion of treatment targeting higher level functions appears to have no detrimental and a small, beneficial effect on outcome. Caution should be exercised when inferring causality given that a large number of potential confounders could not be completely controlled with propensity score methods. Further, the extent to which unmeasured confounders influenced the findings is not known and could be of particular concern due to the potential for the patient's recovery trajectory to influence therapists' decisions to provide a greater amount of AdvTx."
What do non-indexed rehabilitation monographs say about intensive inpatient rehabilitation?,2,"Although central facial paresis (CFP) is a major symptom of stroke, there is a lack of studies on the motor and non-motor disabilities in stroke patients. A prospective cohort study was performed at admission for inpatient rehabilitation and discharge of post-stroke phase of 112 patients (44% female, median age: 64 years, median Barthel index: 70) with CFP. Motor function was evaluated using House-Brackmann grading, Sunnybrook grading and Stennert Index. Automated action unit (AU) analysis was performed to analyze mimic function in detail. Non-motor function was assessed using the Facial Disability Index (FDI) and the Facial Clinimetric Evaluation (FaCE). Median interval from stroke to rehabilitation was 21 days. Rehabilitation lasted 20 days. House-Brackmann grading was ≥ grade III for 79% at admission. AU activation in the lower face was significantly lower in patients with right hemispheric infarction compared to left hemispheric infarction (all p < 0.05). Median total FDI and FaCE score were 46.5 and 69, respectively. Facial grading and FDI/FaCE scores improved during inpatient rehabilitation (all p < 0.05). There was a significant increase of the activation of AU12 (Zygomaticus major muscle), AU13 (Levator anguli oris muscle), and AU24 (Orbicularis oris muscle) during inpatient rehabilitation (all p < 0.05). Multivariate analysis revealed that activation of AU10 (Levator labii superioris), AU12, AU17 (Depressor labii), and AU 38 (Nasalis) were independent predictors for better quality of life. These results demonstrate that CFP has a significant impact on patient's quality of life. Therapy of CFP with focus on specific AUs should be part of post-stroke rehabilitation."
What do non-indexed rehabilitation monographs say about intensive inpatient rehabilitation?,3,"The Brazilian Practice Guidelines for Stroke Rehabilitation - Part II, developed by the Scientific Department of Neurological Rehabilitation of the Brazilian Academy of Neurology (Academia Brasileira de Neurologia, in Portuguese), focuses on specific rehabilitation techniques to aid recovery from impairment and disability after stroke. As in Part I, Part II is also based on recently available evidence from randomized controlled trials, systematic reviews, meta-analyses, and other guidelines. Part II covers disorders of communication, dysphagia, postural control and balance, ataxias, spasticity, upper limb rehabilitation, gait, cognition, unilateral spatial neglect, sensory impairments, home rehabilitation, medication adherence, palliative care, cerebrovascular events related to severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) infection, the future of stroke rehabilitation, and stroke websites to support patients and caregivers. Our goal is to provide health professionals with more recent knowledge and recommendations for better rehabilitation care after stroke."
What do non-indexed rehabilitation monographs say about intensive inpatient rehabilitation?,4,"Severe burn injuries result in relevant restrictions of physical capacity as well as psychological and social integrity and require a specialized rehabilitation. There is a common agreement, among national as well as international burn associations, that burn rehabilitation is a complex, dynamic process which needs an interdisciplinary and specialized treatment team. There is wide agreement that more research is needed in this field. The aim of the study is to examine the effectiveness and efficiency of our new ICF (International Classification of Functioning, Disability and Health)-based rehabilitation for thermal injuries. Because of ethical reasons, we have chosen a prospective non-randomized design, which takes place at two different rehabilitation centers. At center A, a newly developed ICF-based rehabilitation program was established; at rehabilitation center B, a well-established rehabilitation program has existed for 20 years and is used as reference. The primary research question addresses the ""Pre-post comparison of the physical and psychological outcome measurements,"" secondary question I looks at the ""Examination of the non-inferiority of the new treatment concept with the established concept,"" and secondary question II is the ""Analysis of the rehabilitation process based on the rehabilitation cycle."" Only patients of the two burn rehabilitation centers who are insured by workers' compensation will be asked to participate in this study to avoid outcome bias by insurance status. A physical examination (physical working capacity testing, grip strength, range of motion, and scar evaluation by Cutometer and Vancouver Scar Scale) and a standardized questionnaire battery (Burn Specific Health Scale-Brief , Short Form 36, Impact of Event Scale-Revised, the German version of the Symptom Checklist, the Freiburg Social Support Questionnaire, Patient/Client Satisfaction Questionnaire, Disabilities of the Arm, Shoulder and Hand, and Lower Extremity Functional Scale ) measure physical and psychological conditions. Data will be taken on admission, during stay, and on discharge of the rehabilitation program and at follow-up 3 and 12 months after discharge. A minimum of 162 participants will be enrolled in this clinical longitudinal, prospective, observational study. The proof of the effectiveness of the ICF-based rehabilitation program for thermal injuries will give evidence in a comprehensive way for the first time in this field. As result, a standardized rehabilitation concept will be introduced, which can be provided to other rehabilitation institutions treating thermal injuries. German Clinical Trials Register, DRKS00017702. Registered on 2 September 2019."
