query,rank,doc_text
What are the classical criteria for diagnosing rheumatoid arthritis?,2,"Rheumatoid arthritis primarily affects the working-age population and may cause key functional and work limitations. As the disease progresses, individuals become increasingly unable to conduct daily activities, which has a substantial personal and socioeconomic impact. Fairly recent prior studies showed that patients with RA stop working 20 years earlier than age-matched controls. Factors related to sociodemographic, clinical, care and disease profiles might affect the loss of work capacity. The purpose of this study was to assess the factors associated with the prevalence of working patients with rheumatoid arthritis in the municipality of Blumenau. A cross-sectional, population-based study was conducted between July 2014 and January 2015, with 296 individuals aged 20 years or older, male and female, living in Blumenau, Santa Catarina state, Brazil, and diagnosed with rheumatoid arthritis according to the 1987 American College of Rheumatology criteria. The prevalence of working patients with RA was assessed by employment status self-reporting during the interview. The chi-squared test, Wald test and Poisson regression analysis were used to test the possible associations between the independent variables and outcome. The prevalence of working patients with rheumatoid arthritis was 44.3%. Patients aged 20 to 59 years had a 90% higher prevalence of outcome than subjects aged 60 years or older. The prevalence of working patients was 132% and 73% higher among individuals with low income and high functional disability, measured using the Health Assessment Questionnaire (HAQ), respectively. The prevalence of working RA patients was highest among adult patients with low income and high functional disability. The first variable is directly related to the individual characteristic, the second reflects the socioeconomic context of the patient, and the third reflects the degree of disability caused by the disease, which may be modifiable by health professionals."
What are the classical criteria for diagnosing rheumatoid arthritis?,3,"Autoimmune diseases have increasing importance in modern medicine and cover increasing areas of medicine including rheumatoid arthritis interstitial lung disease. The main aims of this study are to evaluate the association of some autoimmune variables in patients with rheumatoid arthritis interstitial lung disease. A retrospective study was conducted from files of patients with rheumatoid arthritis interstitial lung disease. A total of 210 files of intended patients were included in this study. The study was conducted in rehabilitation clinics at Royal Medical Services. Study variables include some demographic variables such as age, and gender; clinical variables such as disease related factors such as duration, diagnostic criteria; predictive factors such as rheumatoid factors, smoking, and MTX treatment. Data were collected and entered into excel spreadsheet to create raw data. The analysis of data was carried out using the software SPSS version 21. Descriptive statistical parameters were used to describe data including means and standard deviations for continuous variables. Frequency and percentages were used to describe categorized variables such as gender. The relationships between study variables were computed using independent T test, and One Way ANOVA test. Significance was determined if α≤ 0.05. The prevalence of RA-ILD was 3.70%. The study participants were subdivided into two groups according to MTX treatment, non-exposed group and exposed group. There were significant relationships between MTX treatment and study variables including gender, age of (rheumatoid arthritis) RA onset, smoking, and rheumatoid factor (RF). The progression of RA-ILD was impacted by gender, age of (rheumatoid arthritis) RA onset, smoking, rheumatoid factor (RF), and MTX treatment. Patients with RA and RA-ILD follow similar clinical characteristics in other studies except MTX treatment, but this can't be generalized because of small number of RA-ILD patients."
What are the classical criteria for diagnosing rheumatoid arthritis?,4,"Chikungunya (CHIKV), is an endemic RNA virus in some regions of Asia and Africa. In Colombia in 2014, its spread started explosively and quickly. The presentation of CHIKV is a febrile condition, with musculoskeletal symptoms, which can progress to erosive arthropathy and polyarticular deformity. The purpose of this study is to evaluate symptomatic and serological behaviour in patients suffering from CHIKV infection in Neiva, Huila who attend the Rheumatology clinic, and to describe the comorbidities associated with the chronic phase of the disease. An observational, longitudinal and retrospective analysis of data collected in 410 patients afflicted with the CHIKV virus, with symptoms lasting more than 3 months, who persisted with musculoskeletal and joint symptoms. The patients were classified according to their commitment in post-viral arthralgias, polyarthritis post viral, Rheumatoid Arthritis (RA) post CHIKV, Spondyloarthritis postCHIKV, and soft tissue rheumatism. The statistical analysis was performed using SPSS software (version 24). A descriptive analysis was carried out to evaluate quantitative variables such as the mean (standard deviation), and categorical variables such as frequency (%). The categorical variables were compared using the Chi-square equation. As a statistical significance, a p less than .05 was considered. Of the 410 patients, 89.23% were women, with polyarticular involvement in 92.26% of the cases. Of the patients, 49.83% had osteoarthritis. At the time of the evaluation in the Rheumatology clinic, 46.3% of the cases presented persistent non-inflammatory arthralgias, and 53.7% of the patients underwent arthritis on physical examination, of which, remarkably, 20.3% met the criteria for rheumatoid arthritis postCHIKV. The development of musculoskeletal symptoms after CHIKV infection is a very serious public health problem, with persistent complications and long-term morbidity risk in real life. The presence of net postviral arthritis is noteworthy, however the development of postCHIKV rheumatoid arthritis usually requires more advanced pharmacological measures, including, in some cases, transition to biological therapy. The presence of symptoms of venous insufficiency in the lower limbs that developed with CHIKV infection was an incidental finding that requires a more precise study."
What are the classical criteria for diagnosing rheumatoid arthritis?,5,"Inflammatory arthritis (IAs), such as rheumatoid arthritis (RA) and psoriatic arthritis (PsA), are characterized by the presence of chronic synovitis. The Krenn's synovitis score (KSS), a simple tool detectable by haematoxylin/eosin staining of synovial biopsy samples, allows the discrimination between high-grade and low-grade synovitis. The aim of this study was to identify the clinical associations of KSS and to evaluate the relationship between high-grade synovitis and treatment response in IA patients. Clinical, laboratory and ultrasound data were retrieved from RA and PsA patients recruited in the prospective MATRIX cohort study. Inclusion criteria were age≥18 years, RA or PsA diagnosis, and presence of active disease with eligibility to start/modify therapy. Patients underwent ultrasound-guided synovial biopsy of one of the most involved joints before starting/modifying treatment according to treat-to-target strategy. The samples were analysed by an expert pathologist for KSS calculation. Univariable and multivariable logistic regression analyses were performed to evaluate the relationship between KSS and baseline variables. The association between KSS and treatment response at 24 weeks of follow-up was investigated in univariable logistic regression analysis. 53 patients, 34 RA and 19 PsA, completed 24 weeks of follow-up after synovial biopsy. Patients were either treatment naïve (N=6, 11%), csDMARDs-experienced (N=46, 87%) or b/tsDMARDs-experienced (N=20, 38%). Median KSS was 6.00 (Q1-Q3 4.00-7.00) in RA and 4.00 (3.00-6.00) in PsA (p=0.040), and inflammatory infiltrates score was significantly higher in RA than in PsA patients (median 3.00 vs 2.00, p=0.021). In multivariable analysis, synovial effusion in the biopsied joint (OR 9.26, 95%CI 2.12-53.91) and erythrocyte sedimentation rate (ESR) (OR 1.04, 95%CI 1.01-1.08) associated with high KSS. High-grade synovitis significantly associated with a higher probability of achieving DAS28 remission, ACR20/50 response, and Boolean2.0 remission, independently from diagnosis. Several markers of pro-inflammatory pathways associated with the presence of high-grade synovitis, and patients with higher KSS shared a higher probability of treatment targets achievement in the follow up. The integration of a simple and feasible tool like KSS in the clinical and prognostic stratification of patients with IA might help in intercepting patients with a disease more prone to respond to available treatment paradigms."
What cohort studies track functional decline in spinal deformity patients?,1,"Adolescent idiopathic scoliosis (AIS) stands as the predominant spinal deformity in adolescents, manifesting symptoms including back pain, functional limitations, cosmetic worries, and respiratory dysfunction. At present, six approaches of scoliosis-specific exercises are globally practiced, encompassing Schroth exercise, the Scientific Exercise Approach to Scoliosis (SEAS), the Dobomed, the side shift exercise, active self-correction, and the Functional Individual Therapy of Scoliosis (FITS). However, there is no systematic review and meta-analysis comparing the efficacy of these six types of scoliosis-specific exercises on adolescent idiopathic scoliosis. To evaluate and compare the efficacy of six types of scoliosis-specific exercises on spinal deformity and quality of life in AIS. A systematic search was performed on PubMed, EMBASE, and the Cochrane Library from their inception to September 2023. Two independent auditors screened all studies according to predefined inclusion and exclusion criteria. Clinical trials were compiled to investigate the effects of six exercise interventions on spinal deformity and quality of life in AIS. Twenty-four studies were included, with a sample size of 1069 subjects. After meta-analysis, it was shown that SEAS ranked first in reducing Cobb angles (SUCRA: 84.8%); active self-correction and Schroth significantly improved the angles of trunk rotation in AIS (SUCRA: 86.6% and SUCRA: 79.1%, respectively); active self-correction and Schroth showed significant improvements in quality of life (SUCRA: 76.6% and SUCRA: 76.0%, respectively). According to the current findings, active self-correction demonstrated superior short-term benefits compared to other exercise interventions in ameliorating spinal deformity and improving quality of life for adolescents with idiopathic scoliosis. Meanwhile, Schroth exhibited long-term effects in improving both spinal deformity and quality of life. This review was registered on PROSPERO on June 20, 2023 (ID: CRD42023433152)."
What cohort studies track functional decline in spinal deformity patients?,2,"Placement of intrathecal opioid pumps (ITOP) for chronic pain is a rare, but described cause of progressive spinal deformity. Over the last two decades there has been several suspected cases at our institution. In this case series, we described the apparent association between placement of an intrathecal opioid pump and progression of spinal deformity. The medical records of a single surgeon working at a single institution were retrospectively queried for patients seen between 1995-2010 to identify patients with spinal deformity and an ITOP. All hospital records including notes, radiographs, and labs were reviewed and analyzed. Spine radiographs were measured using standard techniques and reported as Cobb angles. This project was IRB approved and no external funding was used. In total, we identified four patients with spinal deformity after placement of an ITOP. These patients were adults, two males and two females (ages: 48-80 years), with a unique medical history. Each participant's radiographs showed a progression of the spinal deformity following placement of ITOP. All patients underwent subsequent posterior spinal fusion for treatment of their progressive spinal deformities. In this series, we have shown an apparent association between the placement of ITOP and progression of deformity in both patients with and without existing spinal deformity. While it is impossible to discern causality, all patients in our series had radiographic and clinical evidence of spinal deformity progression after placement of intrathecal pumps. These findings may raise awareness of this rare, but major, complication. In those performing pump placement, we recommend continued clinical and radiographic monitoring, through routine follow-up. Level 4--Case series; case control study (diagnostic studies); poor reference standard; analyses with no sensitivity analyses."
What cohort studies track functional decline in spinal deformity patients?,3,"The prevalence of adult spinal deformity (ASD) is expected to exceed 60 million by 2050 due to an aging population and increased life expectancy. Despite advances in surgery, high complication rates and the economic burden highlight the need for effective non-surgical treatments. This study assesses the ""Koshimagari Exercise,"" a self-exercise program for ASD patients, and aims to develop a classification system to identify those who would benefit most. A prospective cohort study was conducted across 13 facilities, enrolling 144 participants from December 2020 to June 2022. The inclusion criteria were adults aged 50-80 years with chronic low back pain due to spinal deformities. Participants attended weekly physiotherapist-led exercise sessions and performed self-exercises at home three times a week, focusing on flexibility, functional improvement, trunk and back muscle strengthening, motor learning, and pain control. The primary outcome was the change in the Oswestry Disability Index (ODI) from baseline to 6 months post-intervention, with a 12-month follow-up. Clinical evaluations included health-related quality of life (HRQOL) assessments with ODI and EuroQol-5 Dimensions (EQ-5D), spinal alignment radiography, and magnetic resonance imaging of the paravertebral muscle (PVM) cross-sectional area. Of the 130 participants who provided written informed consent, 98 completed the 6-month follow-up. The study found that 42% of patients achieved a minimum clinically important difference (MCID) in ODI, with significant improvements in EQ-5D scores and LBP from baseline. Patients who achieved MCID had lower baseline body mass index and EQ-5D scores, and higher baseline ODI scores compared to those who did not. Logistic regression identified three significant predictors of MCID achievement: L4/S1 angle, the difference between standing and supine thoracolumbar kyphosis (ΔTLK), and the relative cross-sectional area (rCSA) of the PVM at L4/5. Based on these findings, a classification system was developed, dividing patients into Self-Exercise-Friendly and Self-Exercise-Limited groups, with a significant difference in ODI improvement observed between these groups at 6 months post-intervention. The ""Koshimagari Exercise,"" a novel self-exercise program for ASD, achieved an MCID in the ODI for 42% of patients. The classification system, incorporating L4/S1 angle, ΔTLK, and L4/5 rCSA, is associated with improvements in HRQOL and may help identify patients who are more likely to benefit from this home-based exercise program."
What cohort studies track functional decline in spinal deformity patients?,4,"Patients with end-stage renal disease (ESRD) treated with hemodialysis suffer a high burden of poor functional status. Poor functional status is known as a strong, consistent predictor of mortality. However, little is known about the trajectory of functional status and its association with clinical outcomes in the ESRD population. We examined the association between a change in the functional status over time and all-cause mortality among patients on hemodialysis. This was a prospective cohort study of 817 patients with ESRD on hemodialysis with repeat measures of functional status, who enrolled in the Japan Dialysis Outcomes and Practice Patterns Study phase V. The functional status was assessed based on the Katz Index and Lawton-Brody instrumental activities of daily living scale, and the assessments were conducted twice over a median of 361 (range: 339-378) days between 2012 and 2013. We classified patients into 2 groups based on having or not having at least a 1-point decline in the functional status score. To evaluate the association between the decline in the functional status and all-cause mortality with adjustment for potential confounders, a Cox regression analysis was conducted. Over the study period, 19.9% of the patients showed a decline in the functional status score. During the follow-up period, 44 (5.4%) patients died. Using the Cox regression analysis and adjusting for potential confounders, it was determined that the decline in functional status score was significantly associated with higher mortality (incidence rate: 2.2 vs. 7.0 per 100 person-years; adjusted hazard ratio: 2.68; 95% confidence interval: 1.31-5.50). The present study provides evidence that ESRD patients on hemodialysis demonstrating a decline in the functional status are at elevated risk of mortality. Our findings strengthen the evidence underpinning the importance of interventions to maintain the functional status in this vulnerable population."
What cohort studies track functional decline in spinal deformity patients?,5,"Cross-sectional survey and retrospective review of prospectively collected data. To investigate return to activities among patients with adult spinal deformity (ASD) after long-segment fusion to the pelvis. No prior studies have assessed the extent and timing of return to employment, driving, and walking among a single cohort of patients with ASD. Patients who underwent thoracolumbar ASD surgery between 2016 and 2021 with ≥ 1-year follow-up were included (posterior-only, ≥3 levels of fusion to pelvis). A cross-sectional survey was implemented to evaluate preoperative and postoperative activity tolerance. Patients were categorized into (1) better/unchanged or (2) worse groups based on their postoperative activity tolerance to allow for comparison of demographics and perioperative variables. Ninety-five patients were included [mean age: 64.3 ± 10.1 yr; body mass index (BMI): 27.3 ± 6.1 kg/m2; levels fused: 8 (range: 3-16); follow-up: 43.5 mo]. Most patients endorsed improved capacity to walk (improved: 64.2%, unchanged: 17.9%, worse: 17.9%) and navigate stairs (improved: 52.6%, unchanged: 33.7%, worse: 13.7%) postoperatively. Seventy-five (97.4%) patients returned to driving (4.1 ± 10.8 mo) and 44 (88.0%) patients returned to work (5.4 ± 8.0 mo). Patients with decreased walking tolerance were more likely to have greater lumbar lordosis correction (37.2 ± 10.5° vs. 18.6 ± 16.7°, P = 0.02) and worse Patient-Reported Outcomes Measurement Information System-Physical Function at long-term follow-up (40.2 ± 11.0 vs. 48.0 ± 9.6, P = 0.03). Patients with decreased ability to navigate stairs were more likely to have undergone revision fusion (69.2% vs. 28.0%, P = 0.003) and have greater BMI (30.7 ± 5.8 vs. 26.7 ± 6.0 kg/m2, P = 0.04). Patients requiring the use of a postoperative assistive walking device were more likely to have undergone revision fusion (66.7% vs. 27.5%, P = 0.003), exhibit greater BMI (31.4 ± 7.2 vs. 26.5 ± 5.6 kg/m2, P = 0.004), longer operative times (285.1 ± 79.9 vs. 244.5 ± 63.4 min, P = 0.03), and worse Patient-Reported Outcomes Measurement Information System-Physical Function at long-term follow-up (39.9 ± 5.1 vs. 47.7 ± 10.5, P = 0.04). Despite the reduced range of motion caused by spinopelvic fusion, a majority of patients are able to successfully return to activities of daily living after deformity surgery."
What RCTs compared the safety of regional anaesthesia and general anaesthesia?,1,"Advances in the field of paediatric regional anaesthesia have specific applications to both acute and chronic pain management. This review summarizes data regarding the safety of paediatric regional anaesthetic techniques. Current guidelines are provided for performing paediatric regional techniques, with a focus on applications for postoperative pain management. Brief descriptions of relevant anatomy followed by indications for commonly performed blocks are highlighted along with the potential of adverse side-effects."
What RCTs compared the safety of regional anaesthesia and general anaesthesia?,2,"As the incidence of primary total hip arthroplasty (THA) continues to increase, revision THA (rTHA) is becoming an increasingly common procedure. rTHA is widely regarded as a more challenging procedure, with higher complication rates and increased medical, social and economic burdens when compared to its primary counterpart. Given the complexity of rTHA and the projected increase in incidence of these procedures, patient optimisation is becoming of interest to improve outcomes. Anaesthetic choice has been extensively studied in primary THA as a modifiable risk factor for postoperative outcomes, showing favourable results for neuraxial anaesthesia compared to general anaesthesia. The impact of anaesthetic choice in rTHA has not been studied previously. A retrospective study was performed using the American College of Surgeons National Surgical Quality Improvement Program database. Patients who underwent rTHA between 2014 and 2017 were divided into 3 anaesthesia cohorts: general anaesthesia, neuraxial anaesthesia, and combined general-regional (neuraxial and/or peripheral nerve block) anaesthesia. Univariate and multivariate analyses were used to analyse patient characteristics and 30-day postoperative outcomes. Bonferroni correction was applied for post-hoc analysis. In total, 5759 patients were identified. Of these, 3551 (61.7%) patients underwent general anaesthesia, 1513 (26.3%) patients underwent neuraxial anaesthesia, and 695 (12.1%) patients underwent combined general-regional anaesthesia. On multivariate analysis, neuraxial anaesthesia was associated with decreased odds for any-one complication (OR 0.635;  Relative to those receiving general anaesthesia, patients undergoing neuraxial anaesthesia are at decreased risk for postoperative complications, perioperative blood transfusions, and extended length of stay. Prospective controlled trials should be conducted to verify these findings."
What RCTs compared the safety of regional anaesthesia and general anaesthesia?,3,"Nerve injury after peripheral regional anesthesia is rare and is not usually permanent. Some authors believe that inducing peripheral nerve blocks in patients during general anesthesia or analgosedation adds an additional risk factor for neuronal damage. This is based on published case reports showing that there is a positive correlation between paresthesia experienced during regional anesthesia and subsequent nerve injury. Therefore, many sources recommend that regional nerve blocks should only be performed in awake or lightly sedated patients, at least in adults. However, there is no scientific basis for this recommendation. Furthermore, there is no proof that regional anesthesia performed in patients under general anesthesia or deep sedation bears a greater risk than in awake or lightly sedated patients. Currently anesthesiologists are free to follow personal preferences in this matter as there is no good evidence favoring one approach over the other. The risk of systemic toxicity of local anesthetic agents is not higher in patients who receive regional anesthesia under general anesthesia or deep sedation. Finally, in children and uncooperative adults the administration of peripheral nerve blocks under general anesthesia or deep sedation is widely accepted."
What RCTs compared the safety of regional anaesthesia and general anaesthesia?,4,"Remimazolam is an ultra-short-acting benzodiazepine sedative drug. This study aimed to compare the efficacy and safety of remimazolam with propofol for induction and maintenance of general anaesthesia in children undergoing elective surgery. Children (aged 3-6 y, ASA physical status 1 or 2, BMI 14-25 kg.m A total of 187 children were analysed (140 allocated to remimazolam and 47 to propofol). All children achieved successful induction of anaesthesia. Successful maintenance of anaesthesia was achieved in 139 (99%) children who received remimazolam compared with 46 (98%) who received propofol (rate difference 1.4%, 95%CI -2.9-5.8%, p = 0.441). Adverse events occurred in 27 (19%) children who received remimazolam and 23 (49%) who received propofol. Remimazolam was well tolerated for the induction and maintenance of general anaesthesia in pre-school-age children and was non-inferior to propofol."
What RCTs compared the safety of regional anaesthesia and general anaesthesia?,5,"Regional anesthesia (RA) has become a prominent component of multimodal pain management in emergency medicine (EM), and its use has increased rapidly in recent decades. Nevertheless, there is a paucity of data on how RA practice has evolved in the specialty. In this study we sought to investigate how RA has been implemented in EM by analyzing trends of published articles and to describe the characteristics of the published research. We retrieved RA-related publications from the SciVerse Scopus database from inception to January 13, 2022, focusing on studies associated with the use of RA in EM. The primary outcome was an analysis of trend based on the number of annual publications. Other outcomes included reports of technique diversity by year, trends in the use of individual techniques, and characteristics of published articles. We used linear regression analysis to analyze trends. In total, 133 eligible publications were included. We found that overall 23 techniques have been described and results published in the EM literature. Articles related to RA increased from one article in 1982 to 18 in 2021, and the rate of publication has increased more rapidly since 2016. Reports of lower extremity blocks (60.90%) were published most frequently in ranked-first aggregated citations. The use of thoracic nerve blocks, such as the erector spinae plane block, has increased exponentially in the past three years. The United States (41.35%) has published the most RA-related articles. Regional anesthesia administered by emergency physicians (52.63%) comprised the leading field in published articles related to RA. Most publications discussed single-shot (88.72%) and ultrasound-guided methods (55.64%). This study highlights that the number of published articles related to regional anesthesia in EM has increased. Although RA research has primarily focused on lower extremity blocks, clinical researchers continue to broaden the field of study to encompass a wide spectrum of techniques and indications."
What are the validation studies for the Oswestry Disability Index?,1,"To review the outcomes of noninstrumented lumbar spine surgery performed by trainees as primary operators versus the outcomes of surgery performed by board-certified faculty neurosurgeons. This prospective observational study involved patients undergoing noninstrumented surgery for lumbar disc herniation or lumbar spinal stenosis with a 4.5-year follow-up. Teaching cases (patients were operated on by neurosurgical residents in training) and nonteaching cases (patients were operated on by board-certified faculty neurosurgeons) were reviewed. Back and leg pain on a visual analog scale, functional disability using the Roland Morris Disability Questionnaire and Oswestry Disability Index, and health-related quality of life (HRQOL) using the 12-Item Short Form Survey and EuroQol 5D were assessed, and reoperations since the index surgery were recorded. Questionnaires were returned by 30 patients operated on by residents and 74 patients operated on by board-certified faculty neurosurgeons. On the 12-Item Short Form Survey physical component scale metric, teaching cases were 70% as likely as nonteaching cases (odds ratio = 0.70, 95% confidence interval = 0.25-1.98, P = 0.585) to achieve a favorable HRQOL response to surgery. Visual analog scale measures of back and leg pain were similar for teaching and nonteaching cases. The same was true for functional disability as measured by the Roland Morris Disability Questionnaire and Oswestry Disability Index and for HRQOL measured by the EuroQol 5D. The reoperation rate 4.5 years after the index surgery was also similar for both groups (∼ 10% for both groups). The global outcome, as measured by HRQOL response after a mean follow-up of 4.5 years, was similar for teaching and nonteaching cases. Patients from both groups scored virtually equal results on various pain, functional, and HRQOL metrics, and the reoperation rate was similar."
What are the validation studies for the Oswestry Disability Index?,2,"Lifting disability commonly affects patients with chronic low back pain (CLBP) and may not correlate with the existing lifting-related physical assessment tests, such as the loaded forward reach (LFR) test. The Lift and Place (LAP) test was developed to assess lifting disability in CLBP based on known risk factors. The LAP test was compared with established physical assessment test, including the LFR test and self-reported disability questionnaires. This cross-sectional study measured self-reported disability questionnaires along with LAP and other physical assessment test results PATIENT SAMPLE: Eighty three CLBP and 82 asymptomatic participants aged 18 to 55 with normal BMI according to WHO classification. Oswestry disability index (ODI), Roland-Morris disability questionnaire (RMDQ), Numerical Pain Rating Scale, Trunk Extensor Endurance test, 5 Repetition Sit-To-Stand test, LAP and LFR test. Physical assessment test scores were compared between the two groups. The correlation of assessment test scores with ODI and RMDQ in patients with CLBP was calculated. Receiver operating characteristic (ROC) curve analysis was performed to calculate the area under the curve (AUC) of each assessment tests. Assessment tests, ODI, and RMDQ were measured twice for CLBP patients on separate days to calculate the test-retest intraclass correlation (ICC) reliability. Two researchers scored the assessment tests independently to calculate the inter-rater ICC. Patients with CLBP were slower in the LAP test (CLBP vs asymptomatic: 21.6±4.9 s vs 18.6±3.6 s) and had shorter reach in the LFR test (CLBP vs asymptomatic: 33.6±6.0 cm vs 36.3±6.6 cm). The LAP was correlated with both ODI (r=0.418) and RMDQ (r=0.390), while the LFR was not. In the ROC analysis, the LAP and LFR bore AUCs of 0.685 and 0.379, respectively. Their test-retest ICCs were 0.913 and 0.858, and their inter-rater ICCs were 0.997 and 0.969, respectively. The LAP test demonstrated higher reliability and significant correlation with the ODI and RMDQ, indicating its potential as performance assessment for lifting disability in CLBP. Further studies should investigate the use of LAP and other physical assessments for rapid CLBP screening."
What are the validation studies for the Oswestry Disability Index?,3,The FR-IC index demonstrated good concurrent validity for baseline disability and significant predictive validity for 1-year deterioration in disability among older outpatients. This tool may enable effective risk stratification and seamless monitoring of physical and mental capacities across the aging trajectory in clinical settings.
What are the validation studies for the Oswestry Disability Index?,4,"Chronic lower back pain (CLBP) is a major condition that leads to disability and reduced quality of life (QoL). This randomised, double-blind, placebo-controlled clinical study evaluated the efficacy and safety of a novel Boswellia serrata and Curcuma longa combination (CL20192) for the treatment of CLBP. Participants with CLBP were randomised to receive either a 300 mg CL20192 capsule (n = 45) or placebo capsule (n = 45) once daily for 90 days. Efficacy was evaluated using the Descriptor Differential Scale and Oswestry Disability Index scores for pain, unpleasantness, and disability. Additionally, the 36-item short form questionnaire was used for QoL evaluation. Frequency of painkiller use, serum levels of inflammatory biomarkers (tumour necrosis factor-α, interleukin-6, and high-sensitivity C-reactive protein), and phytoconstituents (total boswellic acids and curcuminoids) were determined. Therapy satisfaction was assessed using the Physician and Patient Global Assessment Scales. All randomised participants completed the study. CL20192 supplementation significantly reduced Descriptor Differential Scale pain, unpleasantness, and Oswestry Disability Index scores compared with the placebo group (p < 0.001 for all parameters). Critical QoL scores greatly improved in the CL20192 group. Serum phytoconstituent levels were elevated in the CL20192-treated group. This group demonstrated a significant reduction in inflammatory biomarker levels (tumour necrosis factor-α, interleukin-6, and high-sensitivity C-reactive protein), confirming efficacy in abating CLBP compared with the placebo. Moreover, therapy satisfaction scores were significantly high in the CL20192-treated group, and intervention with CL20192 was well tolerated. Intervention with 300 mg CL20192 capsules, containing a novel combination of Boswellia serrata and Curcuma longa extracts, effectively alleviated pain, unpleasantness, and disability in patients with CLBP compared with the placebo. This outcome was consistent with a decrease in serum inflammatory markers and improved therapy assessment scores."
What are the validation studies for the Oswestry Disability Index?,5,"The aim of the study was to evaluate the effects of postoperative exercise on pain, disability, and quality of life after lumbar disc herniation surgery. We systematically searched the PubMed, Embase, Cochrane Library, and PEDro databases up to May 2024. Two reviewers independently selected and assessed relevant randomized controlled trials investigating the effectiveness of postoperative exercise after the surgical treatment of patients diagnosed with lumbar disc herniation on low back pain, disability, and quality of life assessed using visual analog scale, Oswestry Disability Index, and 36-item Short-Form Health Survey. Compared with the control group, the exercise intervention group had significantly lower visual analog scale scores both in the short-term (effect: 95% confidence interval = -1.14 [-1.69, -0.58], I 2 = 91.4%, n = 9 studies) and long-term follow-up (effect: 95% confidence interval = -0.99 [-1.89, -0.08], I 2 = 58.9%, n = 4 studies). The exercise intervention group also showed a significant reduction in Oswestry Disability Index in the short-term follow-up (effect: 95% confidence interval = -5.00 [-7.72, -2.29], I 2 = 79.3, n = 7 studies), but not in the long-term follow-up (effect: 95% confidence interval = -0.80 [-3.97, 2.38], I 2 = 0.0%, n = 4 studies). Among the Short-Form Health Survey factors, physical function, pain, general health, energy and vitality, and social function significantly improved in the exercise intervention group compared with the control group. Exercise after lumbar disc herniation surgery was effective in reducing pain and disability and improving quality of life."
What are the founding epidemiological studies on low back pain prevalence?,1,"Low back pain is a highly prevalent and disabling musculoskeletal disorder. Physical activity is widely used as a prevention strategy for numerous musculoskeletal disorders; however, there is still conflicting evidence as to whether physical activity is a protective or risk factor for low back pain or whether activity levels differ between people with and without low back pain. To investigate the association between low back pain and different types (occupational and leisure) and intensities (moderate and vigorous) of physical activity. This is cross-sectional observational study. We included in this study a total of 1059 individuals recruited from a Spanish twin registry with data available on low back pain. Self-reported leisure and occupational physical activity were the explanatory variables. The low back pain outcome used in this study was recurrent low back pain. Our results indicate that leisure physical activity is associated with a lower prevalence of recurrent low back pain. In contrast, occupational physical activity, such as carrying, lifting heavy weight while inclined, awkward postures (e.g. bending, twisting, squatting, and kneeling) are associated with a higher prevalence of recurrent low back pain. There was no statistically significant association between other occupational physical activities, such as sitting or standing, and low back pain. Leisure and occupational physical activity are likely to have an opposed impact on low back pain. While leisure physical activity appears to be protective, occupational physical activity appears to be harmful to low back pain. Future longitudinal studies should assist in formulating guidelines addressing specific types and intensity of physical activity aimed at effectively preventing low back pain."
What are the founding epidemiological studies on low back pain prevalence?,2,"Neck and low back pain (NLBP) are global health problems, which diminish quality of life and consume vast economic resources. Cost effectiveness in healthcare is the minimal amount spent to obtain acceptable outcomes. Studies on manual therapies often fail to identify which manual therapy intervention or combinations with other interventions is the most cost effective. The purpose of this commentary is to sample the dialogue within the literature on the cost effectiveness of evidence-based manual therapies with a particular focus on the neck and low back regions. This commentary identifies and presents the available literature on the cost effectiveness of manual therapies for NLBP. Key words searched were neck and low back pain, cost effectiveness, and manual therapy to select evidence-based articles. Eight articles were identified and presented for discussion. The lack of homogeneity, in the available literature, makes difficult any valid comparison among the various cost effectiveness studies. Potential outcome bias in each study is dependent upon the lens through which it is evaluated. If evaluated from a societal perspective, the conclusion slants toward ""adequate"" interventions in an effort to decrease costs rather than toward the most efficacious interventions with the best outcomes. When cost data are assessed according to a healthcare (or individual) perspective, greater value is placed on quality of life, the patient's beliefs, and the ""willingness to pay."""
What are the founding epidemiological studies on low back pain prevalence?,3,"Bertolotti syndrome is a differential diagnosis in back pain. We know little about it in Uganda. This study aimed to describe the prevalence, clinical and radiological patterns of Bertolotti syndrome and functional disability associated with it. We did a descriptive cross-sectional study at the spine outpatients' clinic of Mulago National Referral Hospital. We screened patients with chronic low back pain for lumbosacral transitional vertebrae over four months and classified them according to Castellvi. We collected demographics, clinical symptoms, and functional disability data and summarized it descriptively. Out of 385 patients, we identified 39 with Bertolotti syndrome. The prevalence and the median age were at 10.1% and 49 years respectively, with most patients being females (66.7%) in the age range of (36 to 50) years, the pain started during the age range of 31-40. The commonest and least were type IIA (20.5%) and type IV (10.3%), respectively. Most patients (66.3%) had radicular symptoms, mainly the toe extension nerve root. The average visual analog scale was 6.3. However, most patients suffered from mild- to moderate disability (66.7%). Bertolotti syndrome is common and functionally debilitating. We should consider it in the differential diagnosis of chronic low back pain."
